ppt_number,ppt_gender,condition,round_number,binary_classification,chris_prob,ppt_contrib,chris_contrib,ppt_RT,prediction_report,prediction_RT,chris_behavior,turing_test,ppt_payment,start_strategy,p1_choice,p2_choice
72,female,high_vol,23,FALSE,0.65,0,20,2291.195,0.6,3461.75,neither,human,1.92,1,0,1
72,female,high_vol,24,FALSE,0.65,0,20,2198.725,0.6,3461.75,neither,human,1.92,1,0,1
72,female,high_vol,25,FALSE,0.65,20,20,2147.455,0.6,3461.75,neither,human,1.92,1,1,1
72,female,high_vol,26,FALSE,0.65,20,20,1805.93,0.6,3461.75,neither,human,1.92,1,1,1
72,female,high_vol,27,FALSE,0.65,20,20,2364.02,0.6,3461.75,neither,human,1.92,1,1,1
72,female,high_vol,28,FALSE,0.65,20,20,2129.845,0.6,3461.75,neither,human,1.92,1,1,1
72,female,high_vol,29,FALSE,0.65,20,20,1998.705,0.6,3461.75,neither,human,1.92,1,1,1
72,female,high_vol,30,FALSE,0.65,20,0,2195.665,0.6,3461.75,neither,human,1.92,1,1,0
72,female,high_vol,31,FALSE,0.35,20,20,2341.775,0.55,4182.01,neither,human,1.92,1,1,1
72,female,high_vol,32,FALSE,0.35,20,0,2117.075,0.55,4182.01,neither,human,1.92,1,1,0
72,female,high_vol,33,FALSE,0.35,20,0,1667.36,0.55,4182.01,neither,human,1.92,1,1,0
72,female,high_vol,34,FALSE,0.35,0,0,1716.535,0.55,4182.01,neither,human,1.92,1,0,0
72,female,high_vol,35,FALSE,0.35,0,20,1996.65,0.55,4182.01,neither,human,1.92,1,0,1
72,female,high_vol,36,FALSE,0.35,0,0,2880.685,0.55,4182.01,neither,human,1.92,1,0,0
72,female,high_vol,37,FALSE,0.35,0,20,1977.06,0.55,4182.01,neither,human,1.92,1,0,1
72,female,high_vol,38,FALSE,0.35,0,0,2066.215,0.55,4182.01,neither,human,1.92,1,0,0
72,female,high_vol,39,FALSE,0.35,0,0,2005.4,0.55,4182.01,neither,human,1.92,1,0,0
72,female,high_vol,40,FALSE,0.35,0,20,2045.435,0.55,4182.01,neither,human,1.92,1,0,1
72,female,high_vol,41,FALSE,0.65,20,20,2126.305,0.55,2807.035,neither,human,1.92,1,1,1
72,female,high_vol,42,FALSE,0.65,20,20,2005.595,0.55,2807.035,neither,human,1.92,1,1,1
72,female,high_vol,43,FALSE,0.65,20,0,2097.46,0.55,2807.035,neither,human,1.92,1,1,0
72,female,high_vol,44,FALSE,0.65,20,0,1780.61,0.55,2807.035,neither,human,1.92,1,1,0
72,female,high_vol,45,FALSE,0.65,20,0,1844.6,0.55,2807.035,neither,human,1.92,1,1,0
72,female,high_vol,46,FALSE,0.65,0,20,2043.92,0.55,2807.035,neither,human,1.92,1,0,1
72,female,high_vol,47,FALSE,0.65,0,20,1826.83,0.55,2807.035,neither,human,1.92,1,0,1
72,female,high_vol,48,FALSE,0.65,0,20,2023.79,0.55,2807.035,neither,human,1.92,1,0,1
72,female,high_vol,49,FALSE,0.65,20,20,1572.985,0.55,2807.035,neither,human,1.92,1,1,1
72,female,high_vol,50,FALSE,0.65,20,20,1732.425,0.55,2807.035,neither,human,1.92,1,1,1
72,female,high_vol,51,FALSE,0.35,20,0,2328.97,0.5,4761.18,neither,human,1.92,1,1,0
72,female,high_vol,52,FALSE,0.35,20,0,1779.95,0.5,4761.18,neither,human,1.92,1,1,0
72,female,high_vol,53,FALSE,0.35,0,0,1596.99,0.5,4761.18,neither,human,1.92,1,0,0
72,female,high_vol,54,FALSE,0.35,0,20,1960.29,0.5,4761.18,neither,human,1.92,1,0,1
72,female,high_vol,55,FALSE,0.35,0,0,1703.41,0.5,4761.18,neither,human,1.92,1,0,0
72,female,high_vol,56,FALSE,0.35,0,0,1864.755,0.5,4761.18,neither,human,1.92,1,0,0
72,female,high_vol,57,FALSE,0.35,0,0,2125.93,0.5,4761.18,neither,human,1.92,1,0,0
72,female,high_vol,58,FALSE,0.35,0,0,2247.24,0.5,4761.18,neither,human,1.92,1,0,0
72,female,high_vol,59,FALSE,0.35,0,20,2067.305,0.5,4761.18,neither,human,1.92,1,0,1
72,female,high_vol,60,FALSE,0.35,20,20,1916.365,0.5,4761.18,neither,human,1.92,1,1,1
72,female,high_vol,61,FALSE,0.65,20,20,2044.465,0.5,1784.085,neither,human,1.92,1,1,1
72,female,high_vol,62,FALSE,0.65,20,20,1706.33,0.5,1784.085,neither,human,1.92,1,1,1
72,female,high_vol,63,FALSE,0.65,20,0,1865.225,0.5,1784.085,neither,human,1.92,1,1,0
72,female,high_vol,64,FALSE,0.65,20,0,1949.68,0.5,1784.085,neither,human,1.92,1,1,0
72,female,high_vol,65,FALSE,0.65,0,0,1846.285,0.5,1784.085,neither,human,1.92,1,0,0
72,female,high_vol,66,FALSE,0.65,0,20,1896.315,0.5,1784.085,neither,human,1.92,1,0,1
72,female,high_vol,67,FALSE,0.65,0,20,2319.72,0.5,1784.085,neither,human,1.92,1,0,1
72,female,high_vol,68,FALSE,0.65,20,20,1786.59,0.5,1784.085,neither,human,1.92,1,1,1
72,female,high_vol,69,FALSE,0.65,20,20,2267.91,0.5,1784.085,neither,human,1.92,1,1,1
72,female,high_vol,70,FALSE,0.65,20,0,3032.855,0.5,1784.085,neither,human,1.92,1,1,0
72,female,high_vol,71,FALSE,0.35,0,20,3771.575,0.5,1846.1,neither,human,1.92,1,0,1
72,female,high_vol,72,FALSE,0.35,0,0,2218.295,0.5,1846.1,neither,human,1.92,1,0,0
72,female,high_vol,73,FALSE,0.35,0,20,2497.085,0.5,1846.1,neither,human,1.92,1,0,1
72,female,high_vol,74,FALSE,0.35,20,0,1741.82,0.5,1846.1,neither,human,1.92,1,1,0
72,female,high_vol,75,FALSE,0.35,0,0,2021.865,0.5,1846.1,neither,human,1.92,1,0,0
72,female,high_vol,76,FALSE,0.35,0,20,2237.64,0.5,1846.1,neither,human,1.92,1,0,1
72,female,high_vol,77,FALSE,0.35,0,0,1846.03,0.5,1846.1,neither,human,1.92,1,0,0
72,female,high_vol,78,FALSE,0.35,0,0,1970.065,0.5,1846.1,neither,human,1.92,1,0,0
72,female,high_vol,79,FALSE,0.35,0,0,2352.755,0.5,1846.1,neither,human,1.92,1,0,0
72,female,high_vol,80,FALSE,0.35,0,0,2788.985,0.5,1846.1,neither,human,1.92,1,0,0
73,male,high_vol,1,TRUE,0.65,20,20,3232.83,0.17,3744.345,defector,human,1.72,1,1,1
73,male,high_vol,2,TRUE,0.65,20,20,1519.93,0.17,3744.345,defector,human,1.72,1,1,1
73,male,high_vol,3,TRUE,0.65,20,0,1864.31,0.17,3744.345,defector,human,1.72,1,1,0
73,male,high_vol,4,TRUE,0.65,20,0,1312.005,0.17,3744.345,defector,human,1.72,1,1,0
73,male,high_vol,5,TRUE,0.65,0,20,1263.335,0.17,3744.345,defector,human,1.72,1,0,1
73,male,high_vol,6,TRUE,0.65,20,0,1289.42,0.17,3744.345,defector,human,1.72,1,1,0
73,male,high_vol,7,TRUE,0.65,20,0,1104.47,0.17,3744.345,defector,human,1.72,1,1,0
73,male,high_vol,8,TRUE,0.65,0,20,1240.16,0.17,3744.345,defector,human,1.72,1,0,1
73,male,high_vol,9,TRUE,0.65,0,0,1072.055,0.17,3744.345,defector,human,1.72,1,0,0
73,male,high_vol,10,TRUE,0.65,0,0,1000.19,0.17,3744.345,defector,human,1.72,1,0,0
73,male,high_vol,11,TRUE,0.35,0,0,1711.92,0.13,4728.145,defector,human,1.72,1,0,0
73,male,high_vol,12,TRUE,0.35,0,0,1831.94,0.13,4728.145,defector,human,1.72,1,0,0
73,male,high_vol,13,TRUE,0.35,0,0,2344.05,0.13,4728.145,defector,human,1.72,1,0,0
73,male,high_vol,14,TRUE,0.35,0,0,1016.06,0.13,4728.145,defector,human,1.72,1,0,0
73,male,high_vol,15,TRUE,0.35,0,0,1072.085,0.13,4728.145,defector,human,1.72,1,0,0
73,male,high_vol,16,TRUE,0.35,0,0,976.13,0.13,4728.145,defector,human,1.72,1,0,0
73,male,high_vol,17,TRUE,0.35,0,20,1120.105,0.13,4728.145,defector,human,1.72,1,0,1
73,male,high_vol,18,TRUE,0.35,20,0,1463.96,0.13,4728.145,defector,human,1.72,1,1,0
73,male,high_vol,19,TRUE,0.35,0,0,880.3,0.13,4728.145,defector,human,1.72,1,0,0
73,male,high_vol,20,TRUE,0.35,0,0,1080.1,0.13,4728.145,defector,human,1.72,1,0,0
73,male,high_vol,21,TRUE,0.65,0,20,1119.805,0.53,1759.06,defector,human,1.72,1,0,1
73,male,high_vol,22,TRUE,0.65,0,20,943.66,0.53,1759.06,defector,human,1.72,1,0,1
73,male,high_vol,23,TRUE,0.65,0,20,1320.445,0.53,1759.06,defector,human,1.72,1,0,1
73,male,high_vol,24,TRUE,0.65,20,20,1600.1,0.53,1759.06,defector,human,1.72,1,1,1
73,male,high_vol,25,TRUE,0.65,20,0,1063.855,0.53,1759.06,defector,human,1.72,1,1,0
73,male,high_vol,26,TRUE,0.65,0,20,1512.83,0.53,1759.06,defector,human,1.72,1,0,1
73,male,high_vol,27,TRUE,0.65,0,0,1094.74,0.53,1759.06,defector,human,1.72,1,0,0
73,male,high_vol,28,TRUE,0.65,0,20,928.275,0.53,1759.06,defector,human,1.72,1,0,1
73,male,high_vol,29,TRUE,0.65,20,0,1032.39,0.53,1759.06,defector,human,1.72,1,1,0
73,male,high_vol,30,TRUE,0.65,0,20,959.95,0.53,1759.06,defector,human,1.72,1,0,1
73,male,high_vol,31,TRUE,0.35,20,0,1560.295,0.31,1999.49,defector,human,1.72,1,1,0
73,male,high_vol,32,TRUE,0.35,20,20,887.785,0.31,1999.49,defector,human,1.72,1,1,1
73,male,high_vol,33,TRUE,0.35,20,0,1008.005,0.31,1999.49,defector,human,1.72,1,1,0
73,male,high_vol,34,TRUE,0.35,20,0,743.65,0.31,1999.49,defector,human,1.72,1,1,0
73,male,high_vol,35,TRUE,0.35,0,0,1184.115,0.31,1999.49,defector,human,1.72,1,0,0
73,male,high_vol,36,TRUE,0.35,0,20,824.64,0.31,1999.49,defector,human,1.72,1,0,1
73,male,high_vol,37,TRUE,0.35,0,0,864.39,0.31,1999.49,defector,human,1.72,1,0,0
73,male,high_vol,38,TRUE,0.35,0,0,1736.31,0.31,1999.49,defector,human,1.72,1,0,0
73,male,high_vol,39,TRUE,0.35,0,0,1911.895,0.31,1999.49,defector,human,1.72,1,0,0
73,male,high_vol,40,TRUE,0.35,0,0,1031.99,0.31,1999.49,defector,human,1.72,1,0,0
73,male,high_vol,41,TRUE,0.65,20,20,1728.01,0.55,1703.63,defector,human,1.72,1,1,1
73,male,high_vol,42,TRUE,0.65,20,0,1152.3,0.55,1703.63,defector,human,1.72,1,1,0
73,male,high_vol,43,TRUE,0.65,0,20,1015.83,0.55,1703.63,defector,human,1.72,1,0,1
73,male,high_vol,44,TRUE,0.65,0,0,856.09,0.55,1703.63,defector,human,1.72,1,0,0
73,male,high_vol,45,TRUE,0.65,0,20,1048.18,0.55,1703.63,defector,human,1.72,1,0,1
73,male,high_vol,46,TRUE,0.65,0,0,1536.41,0.55,1703.63,defector,human,1.72,1,0,0
73,male,high_vol,47,TRUE,0.65,0,20,887.69,0.55,1703.63,defector,human,1.72,1,0,1
73,male,high_vol,48,TRUE,0.65,0,0,1264.295,0.55,1703.63,defector,human,1.72,1,0,0
73,male,high_vol,49,TRUE,0.65,0,20,1039.975,0.55,1703.63,defector,human,1.72,1,0,1
73,male,high_vol,50,TRUE,0.65,0,20,1288.415,0.55,1703.63,defector,human,1.72,1,0,1
73,male,high_vol,51,TRUE,0.35,20,20,1447.795,0.34,1752.04,defector,human,1.72,1,1,1
73,male,high_vol,52,TRUE,0.35,20,20,1040.07,0.34,1752.04,defector,human,1.72,1,1,1
73,male,high_vol,53,TRUE,0.35,20,0,1528.135,0.34,1752.04,defector,human,1.72,1,1,0
73,male,high_vol,54,TRUE,0.35,0,20,968.15,0.34,1752.04,defector,human,1.72,1,0,1
73,male,high_vol,55,TRUE,0.35,0,0,1159.87,0.34,1752.04,defector,human,1.72,1,0,0
73,male,high_vol,56,TRUE,0.35,0,0,984.18,0.34,1752.04,defector,human,1.72,1,0,0
73,male,high_vol,57,TRUE,0.35,0,0,1063.87,0.34,1752.04,defector,human,1.72,1,0,0
73,male,high_vol,58,TRUE,0.35,20,0,1064.215,0.34,1752.04,defector,human,1.72,1,1,0
73,male,high_vol,59,TRUE,0.35,0,0,887.96,0.34,1752.04,defector,human,1.72,1,0,0
73,male,high_vol,60,TRUE,0.35,0,0,1135.965,0.34,1752.04,defector,human,1.72,1,0,0
73,male,high_vol,61,TRUE,0.65,20,20,1104.125,0.55,1799.9,defector,human,1.72,1,1,1
73,male,high_vol,62,TRUE,0.65,20,0,1567.8,0.55,1799.9,defector,human,1.72,1,1,0
73,male,high_vol,63,TRUE,0.65,20,20,1048.03,0.55,1799.9,defector,human,1.72,1,1,1
73,male,high_vol,64,TRUE,0.65,20,20,1104.19,0.55,1799.9,defector,human,1.72,1,1,1
73,male,high_vol,65,TRUE,0.65,20,20,871.67,0.55,1799.9,defector,human,1.72,1,1,1
73,male,high_vol,66,TRUE,0.65,20,0,1456.05,0.55,1799.9,defector,human,1.72,1,1,0
73,male,high_vol,67,TRUE,0.65,0,20,887.645,0.55,1799.9,defector,human,1.72,1,0,1
73,male,high_vol,68,TRUE,0.65,0,20,2136.145,0.55,1799.9,defector,human,1.72,1,0,1
73,male,high_vol,69,TRUE,0.65,0,20,1271.73,0.55,1799.9,defector,human,1.72,1,0,1
73,male,high_vol,70,TRUE,0.65,0,20,984.255,0.55,1799.9,defector,human,1.72,1,0,1
73,male,high_vol,71,TRUE,0.35,20,20,1240.06,0.33,2839.945,defector,human,1.72,1,1,1
73,male,high_vol,72,TRUE,0.35,20,0,1088.14,0.33,2839.945,defector,human,1.72,1,1,0
73,male,high_vol,73,TRUE,0.35,20,0,1040.445,0.33,2839.945,defector,human,1.72,1,1,0
73,male,high_vol,74,TRUE,0.35,0,20,864.02,0.33,2839.945,defector,human,1.72,1,0,1
73,male,high_vol,75,TRUE,0.35,20,0,1688.22,0.33,2839.945,defector,human,1.72,1,1,0
73,male,high_vol,76,TRUE,0.35,0,0,912.07,0.33,2839.945,defector,human,1.72,1,0,0
73,male,high_vol,77,TRUE,0.35,0,0,1137.375,0.33,2839.945,defector,human,1.72,1,0,0
73,male,high_vol,78,TRUE,0.35,0,0,864.47,0.33,2839.945,defector,human,1.72,1,0,0
73,male,high_vol,79,TRUE,0.35,0,0,1688.31,0.33,2839.945,defector,human,1.72,1,0,0
73,male,high_vol,80,TRUE,0.35,0,0,872.365,0.33,2839.945,defector,human,1.72,1,0,0
74,male,high_vol,1,FALSE,0.65,20,0,5607.27,0.26,5221.76,neither,computer,1.98,1,1,0
74,male,high_vol,2,FALSE,0.65,0,20,3402.18,0.26,5221.76,neither,computer,1.98,1,0,1
74,male,high_vol,3,FALSE,0.65,20,20,5404.945,0.26,5221.76,neither,computer,1.98,1,1,1
74,male,high_vol,4,FALSE,0.65,20,20,2931.7,0.26,5221.76,neither,computer,1.98,1,1,1
74,male,high_vol,5,FALSE,0.65,20,0,3726.175,0.26,5221.76,neither,computer,1.98,1,1,0
74,male,high_vol,6,FALSE,0.65,0,20,2778.635,0.26,5221.76,neither,computer,1.98,1,0,1
74,male,high_vol,7,FALSE,0.65,20,0,17843.545,0.26,5221.76,neither,computer,1.98,1,1,0
74,male,high_vol,8,FALSE,0.65,0,0,2352.92,0.26,5221.76,neither,computer,1.98,1,0,0
74,male,high_vol,9,FALSE,0.65,0,0,1976.455,0.26,5221.76,neither,computer,1.98,1,0,0
74,male,high_vol,10,FALSE,0.65,0,20,3609.49,0.26,5221.76,neither,computer,1.98,1,0,1
74,male,high_vol,11,FALSE,0.35,0,0,3154.78,0.45,4047.55,neither,computer,1.98,1,0,0
74,male,high_vol,12,FALSE,0.35,0,0,2727.79,0.45,4047.55,neither,computer,1.98,1,0,0
74,male,high_vol,13,FALSE,0.35,0,20,2607.68,0.45,4047.55,neither,computer,1.98,1,0,1
74,male,high_vol,14,FALSE,0.35,0,0,2975.13,0.45,4047.55,neither,computer,1.98,1,0,0
74,male,high_vol,15,FALSE,0.35,0,20,3182.805,0.45,4047.55,neither,computer,1.98,1,0,1
74,male,high_vol,16,FALSE,0.35,0,0,2632.105,0.45,4047.55,neither,computer,1.98,1,0,0
74,male,high_vol,17,FALSE,0.35,0,20,3116.735,0.45,4047.55,neither,computer,1.98,1,0,1
74,male,high_vol,18,FALSE,0.35,0,0,3208.055,0.45,4047.55,neither,computer,1.98,1,0,0
74,male,high_vol,19,FALSE,0.35,20,20,2149.08,0.45,4047.55,neither,computer,1.98,1,1,1
74,male,high_vol,20,FALSE,0.35,0,0,2383.925,0.45,4047.55,neither,computer,1.98,1,0,0
74,male,high_vol,21,FALSE,0.65,20,0,2748.43,0.26,3226.01,neither,computer,1.98,1,1,0
74,male,high_vol,22,FALSE,0.65,0,20,1919.59,0.26,3226.01,neither,computer,1.98,1,0,1
74,male,high_vol,23,FALSE,0.65,0,20,2166.795,0.26,3226.01,neither,computer,1.98,1,0,1
74,male,high_vol,24,FALSE,0.65,0,20,2107.67,0.26,3226.01,neither,computer,1.98,1,0,1
74,male,high_vol,25,FALSE,0.65,20,20,1657.345,0.26,3226.01,neither,computer,1.98,1,1,1
74,male,high_vol,26,FALSE,0.65,20,0,2224.56,0.26,3226.01,neither,computer,1.98,1,1,0
74,male,high_vol,27,FALSE,0.65,20,20,1647.2,0.26,3226.01,neither,computer,1.98,1,1,1
74,male,high_vol,28,FALSE,0.65,0,0,1565.53,0.26,3226.01,neither,computer,1.98,1,0,0
74,male,high_vol,29,FALSE,0.65,20,20,2235.76,0.26,3226.01,neither,computer,1.98,1,1,1
74,male,high_vol,30,FALSE,0.65,0,20,2507.17,0.26,3226.01,neither,computer,1.98,1,0,1
74,male,high_vol,31,FALSE,0.35,0,20,2481.935,0.35,3279.915,neither,computer,1.98,1,0,1
74,male,high_vol,32,FALSE,0.35,0,20,4289.57,0.35,3279.915,neither,computer,1.98,1,0,1
74,male,high_vol,33,FALSE,0.35,0,0,1823.97,0.35,3279.915,neither,computer,1.98,1,0,0
74,male,high_vol,34,FALSE,0.35,20,0,2085.375,0.35,3279.915,neither,computer,1.98,1,1,0
74,male,high_vol,35,FALSE,0.35,20,0,1848.02,0.35,3279.915,neither,computer,1.98,1,1,0
74,male,high_vol,36,FALSE,0.35,0,0,1579.38,0.35,3279.915,neither,computer,1.98,1,0,0
74,male,high_vol,37,FALSE,0.35,0,0,1866.14,0.35,3279.915,neither,computer,1.98,1,0,0
74,male,high_vol,38,FALSE,0.35,0,0,2660.54,0.35,3279.915,neither,computer,1.98,1,0,0
74,male,high_vol,39,FALSE,0.35,0,0,2599.475,0.35,3279.915,neither,computer,1.98,1,0,0
74,male,high_vol,40,FALSE,0.35,0,20,1976.025,0.35,3279.915,neither,computer,1.98,1,0,1
74,male,high_vol,41,FALSE,0.65,0,20,1913.94,0.41,2296.065,neither,computer,1.98,1,0,1
74,male,high_vol,42,FALSE,0.65,0,20,2400.535,0.41,2296.065,neither,computer,1.98,1,0,1
74,male,high_vol,43,FALSE,0.65,20,0,1702.43,0.41,2296.065,neither,computer,1.98,1,1,0
74,male,high_vol,44,FALSE,0.65,20,0,1745.29,0.41,2296.065,neither,computer,1.98,1,1,0
74,male,high_vol,45,FALSE,0.65,0,0,1881.295,0.41,2296.065,neither,computer,1.98,1,0,0
74,male,high_vol,46,FALSE,0.65,0,20,2159.34,0.41,2296.065,neither,computer,1.98,1,0,1
74,male,high_vol,47,FALSE,0.65,0,20,2264.86,0.41,2296.065,neither,computer,1.98,1,0,1
74,male,high_vol,48,FALSE,0.65,0,0,2694.495,0.41,2296.065,neither,computer,1.98,1,0,0
74,male,high_vol,49,FALSE,0.65,20,20,1903.95,0.41,2296.065,neither,computer,1.98,1,1,1
74,male,high_vol,50,FALSE,0.65,0,0,2266.325,0.41,2296.065,neither,computer,1.98,1,0,0
74,male,high_vol,51,FALSE,0.35,20,0,1679.95,0.27,2308.44,neither,computer,1.98,1,1,0
74,male,high_vol,52,FALSE,0.35,0,0,1882.27,0.27,2308.44,neither,computer,1.98,1,0,0
74,male,high_vol,53,FALSE,0.35,20,0,2136.89,0.27,2308.44,neither,computer,1.98,1,1,0
74,male,high_vol,54,FALSE,0.35,0,0,1399.89,0.27,2308.44,neither,computer,1.98,1,0,0
74,male,high_vol,55,FALSE,0.35,0,0,1352.515,0.27,2308.44,neither,computer,1.98,1,0,0
74,male,high_vol,56,FALSE,0.35,0,0,1316.375,0.27,2308.44,neither,computer,1.98,1,0,0
74,male,high_vol,57,FALSE,0.35,0,0,7648.305,0.27,2308.44,neither,computer,1.98,1,0,0
74,male,high_vol,58,FALSE,0.35,0,0,3509.205,0.27,2308.44,neither,computer,1.98,1,0,0
74,male,high_vol,59,FALSE,0.35,0,20,1614.835,0.27,2308.44,neither,computer,1.98,1,0,1
74,male,high_vol,60,FALSE,0.35,0,0,1933,0.27,2308.44,neither,computer,1.98,1,0,0
74,male,high_vol,61,FALSE,0.65,0,20,1695.15,0.33,2768.51,neither,computer,1.98,1,0,1
74,male,high_vol,62,FALSE,0.65,0,0,2538.88,0.33,2768.51,neither,computer,1.98,1,0,0
74,male,high_vol,63,FALSE,0.65,0,20,1525.965,0.33,2768.51,neither,computer,1.98,1,0,1
74,male,high_vol,64,FALSE,0.65,0,0,2000.41,0.33,2768.51,neither,computer,1.98,1,0,0
74,male,high_vol,65,FALSE,0.65,0,20,1704.27,0.33,2768.51,neither,computer,1.98,1,0,1
74,male,high_vol,66,FALSE,0.65,0,0,2099.495,0.33,2768.51,neither,computer,1.98,1,0,0
74,male,high_vol,67,FALSE,0.65,0,20,2111.84,0.33,2768.51,neither,computer,1.98,1,0,1
74,male,high_vol,68,FALSE,0.65,0,0,2047.565,0.33,2768.51,neither,computer,1.98,1,0,0
74,male,high_vol,69,FALSE,0.65,20,20,1749.665,0.33,2768.51,neither,computer,1.98,1,1,1
74,male,high_vol,70,FALSE,0.65,0,0,1688.01,0.33,2768.51,neither,computer,1.98,1,0,0
74,male,high_vol,71,FALSE,0.35,0,20,2263.43,0.21,3106.79,neither,computer,1.98,1,0,1
74,male,high_vol,72,FALSE,0.35,0,20,2565.695,0.21,3106.79,neither,computer,1.98,1,0,1
74,male,high_vol,73,FALSE,0.35,0,0,4685.705,0.21,3106.79,neither,computer,1.98,1,0,0
74,male,high_vol,74,FALSE,0.35,20,0,1646.88,0.21,3106.79,neither,computer,1.98,1,1,0
74,male,high_vol,75,FALSE,0.35,0,0,1772.87,0.21,3106.79,neither,computer,1.98,1,0,0
74,male,high_vol,76,FALSE,0.35,0,0,1642.98,0.21,3106.79,neither,computer,1.98,1,0,0
74,male,high_vol,77,FALSE,0.35,0,0,1856.285,0.21,3106.79,neither,computer,1.98,1,0,0
74,male,high_vol,78,FALSE,0.35,0,0,2224.035,0.21,3106.79,neither,computer,1.98,1,0,0
74,male,high_vol,79,FALSE,0.35,0,20,1790.335,0.21,3106.79,neither,computer,1.98,1,0,1
74,male,high_vol,80,FALSE,0.35,0,20,1641,0.21,3106.79,neither,computer,1.98,1,0,1
76,male,high_vol,1,TRUE,0.65,20,0,6518.995,0.38,7352,defector,human,2.2,1,1,0
76,male,high_vol,2,TRUE,0.65,20,0,2462,0.38,7352,defector,human,2.2,1,1,0
76,male,high_vol,3,TRUE,0.65,0,20,1509,0.38,7352,defector,human,2.2,1,0,1
76,male,high_vol,4,TRUE,0.65,0,20,1212,0.38,7352,defector,human,2.2,1,0,1
76,male,high_vol,5,TRUE,0.65,0,0,1112,0.38,7352,defector,human,2.2,1,0,0
76,male,high_vol,6,TRUE,0.65,0,0,1331,0.38,7352,defector,human,2.2,1,0,0
76,male,high_vol,7,TRUE,0.65,0,0,933,0.38,7352,defector,human,2.2,1,0,0
76,male,high_vol,8,TRUE,0.65,0,20,1282,0.38,7352,defector,human,2.2,1,0,1
76,male,high_vol,9,TRUE,0.65,0,20,1440.995,0.38,7352,defector,human,2.2,1,0,1
76,male,high_vol,10,TRUE,0.65,0,20,1003,0.38,7352,defector,human,2.2,1,0,1
76,male,high_vol,11,TRUE,0.35,0,0,15185,0.27,2317,defector,human,2.2,1,0,0
76,male,high_vol,12,TRUE,0.35,0,20,1572,0.27,2317,defector,human,2.2,1,0,1
76,male,high_vol,13,TRUE,0.35,0,0,1300,0.27,2317,defector,human,2.2,1,0,0
76,male,high_vol,14,TRUE,0.35,0,0,1322.005,0.27,2317,defector,human,2.2,1,0,0
76,male,high_vol,15,TRUE,0.35,0,0,1286,0.27,2317,defector,human,2.2,1,0,0
76,male,high_vol,16,TRUE,0.35,0,20,1037,0.27,2317,defector,human,2.2,1,0,1
76,male,high_vol,17,TRUE,0.35,0,0,979,0.27,2317,defector,human,2.2,1,0,0
76,male,high_vol,18,TRUE,0.35,0,20,923.995,0.27,2317,defector,human,2.2,1,0,1
76,male,high_vol,19,TRUE,0.35,0,0,1088,0.27,2317,defector,human,2.2,1,0,0
76,male,high_vol,20,TRUE,0.35,0,0,942,0.27,2317,defector,human,2.2,1,0,0
76,male,high_vol,21,TRUE,0.65,0,0,1331,0.38,2286,defector,human,2.2,1,0,0
76,male,high_vol,22,TRUE,0.65,0,20,943,0.38,2286,defector,human,2.2,1,0,1
76,male,high_vol,23,TRUE,0.65,0,0,1182,0.38,2286,defector,human,2.2,1,0,0
76,male,high_vol,24,TRUE,0.65,0,20,892,0.38,2286,defector,human,2.2,1,0,1
76,male,high_vol,25,TRUE,0.65,0,20,1797,0.38,2286,defector,human,2.2,1,0,1
76,male,high_vol,26,TRUE,0.65,0,0,1182,0.38,2286,defector,human,2.2,1,0,0
76,male,high_vol,27,TRUE,0.65,0,0,1250,0.38,2286,defector,human,2.2,1,0,0
76,male,high_vol,28,TRUE,0.65,0,20,1045,0.38,2286,defector,human,2.2,1,0,1
76,male,high_vol,29,TRUE,0.65,0,0,950,0.38,2286,defector,human,2.2,1,0,0
76,male,high_vol,30,TRUE,0.65,0,0,949,0.38,2286,defector,human,2.2,1,0,0
76,male,high_vol,31,TRUE,0.35,0,0,1199,0.47,2738,defector,human,2.2,1,0,0
76,male,high_vol,32,TRUE,0.35,0,0,997.005,0.47,2738,defector,human,2.2,1,0,0
76,male,high_vol,33,TRUE,0.35,0,0,1017,0.47,2738,defector,human,2.2,1,0,0
76,male,high_vol,34,TRUE,0.35,0,0,812,0.47,2738,defector,human,2.2,1,0,0
76,male,high_vol,35,TRUE,0.35,0,0,1306,0.47,2738,defector,human,2.2,1,0,0
76,male,high_vol,36,TRUE,0.35,0,20,1009,0.47,2738,defector,human,2.2,1,0,1
76,male,high_vol,37,TRUE,0.35,0,0,1091.005,0.47,2738,defector,human,2.2,1,0,0
76,male,high_vol,38,TRUE,0.35,0,0,2512,0.47,2738,defector,human,2.2,1,0,0
76,male,high_vol,39,TRUE,0.35,0,20,1005,0.47,2738,defector,human,2.2,1,0,1
76,male,high_vol,40,TRUE,0.35,0,0,7747,0.47,2738,defector,human,2.2,1,0,0
76,male,high_vol,41,TRUE,0.65,0,20,1213,0.56,2373,defector,human,2.2,1,0,1
76,male,high_vol,42,TRUE,0.65,0,20,889.005,0.56,2373,defector,human,2.2,1,0,1
76,male,high_vol,43,TRUE,0.65,0,20,1250,0.56,2373,defector,human,2.2,1,0,1
76,male,high_vol,44,TRUE,0.65,0,20,1224,0.56,2373,defector,human,2.2,1,0,1
76,male,high_vol,45,TRUE,0.65,0,0,1151,0.56,2373,defector,human,2.2,1,0,0
76,male,high_vol,46,TRUE,0.65,0,20,1860,0.56,2373,defector,human,2.2,1,0,1
